"WikiEspecimenID"	"IDENTIFICADOR"	"COLLECTOR"	"NUMBER"	"COLLDD"	"COLLMM"	"COLLYY"	"FAMILY"	"GENUS"	"SPECIES"	"INFRASPECIES"	"NOME"	"HABITAT_CLASSE"	"COUNTRY"	"MINORAREA"	"MAJORAREA"	"GAZETTEER_CURTO"	"GAZETTEER_COMPLETA"	"GAZETTEER_SPECIFIC"	"LATITUDE"	"LONGITUDE"	"ALTITUDE"	"DAPmm"	"ALTURAm"	"FERTILIDADE"
"6574"	"VIC184772009"	"Vicentini, A."	"18477"	"5"	"11"	"2009"	"Chrysobalanaceae"	"Licania"	"kunthiana"		"Licania kunthiana"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L01-2500"	"Parcela L01-2500"	"1.423538"	"-60.984451"		"122"		"flores"
"6575"	"COS4722009"	"Costa, F.M."	"472"	"5"	"11"	"2009"	"Rubiaceae"	"Pagamea"	"coriacea"		"Pagamea coriacea"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L01-2500"	"Parcela L01-2500"	"1.423538"	"-60.984451"		"24.5"		"flores"
"6576"	"RIB55232009"	"Ribeiro, B.G.S."	"5523"	"5"	"11"	"2009"	"Rubiaceae"	"Pagamea"	"harleyi"		"Pagamea harleyi"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L01-2500"	"Parcela L01-2500"	"1.423538"	"-60.984451"		"30.8"		"frutos"
"6577"	"URR11912009"	"Urrego, L.E."	"1191"	"7"	"11"	"2009"	"Melastomataceae"	"Comolia"	"vernicosa"		"Comolia vernicosa"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L01-2500"	"Parcela L01-2500"	"1.423538"	"-60.984451"		"68.3"		"flores"
"6578"	"COS7382009"	"Costa, F.M."	"738"	"8"	"11"	"2009"	"Clusiaceae"	"Caraipa"	"savannarum"		"Caraipa savannarum"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L01-2500"	"Parcela L01-2500"	"1.423538"	"-60.984451"		"77.6"		"flores"
"6579"	"CAM13142009"	"Campos, P."	"1314"	"8"	"11"	"2009"	"Poaceae"	"Indet"	"Poaceae sp.3"		"Poaceae"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L01-2500"	"Parcela L01-2500"	"1.423538"	"-60.984451"		"85.1"		"flores"
"6580"	"CAR37742009"	"Carvalho, F.A."	"3774"	"8"	"11"	"2009"	"Asteraceae"	"Gongylolepis"	"martiana"		"Gongylolepis cf. martiana"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L01-2500"	"Parcela L01-2500"	"1.423538"	"-60.984451"		"55"		"frutos"
"6581"	"PER11432009"	"Perdiz, R.O."	"1143"	"7"	"11"	"2009"	"Ericaceae"	"Ledothamnus"				"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L01-2500"	"Parcela L01-2500"	"1.423538"	"-60.984451"		"25.9"		"frutos"
"6582"	"CAR2292009"	"Carvalho, F.A."	"229"	"9"	"11"	"2009"	"Sapindaceae"	"Cupania"	"diphylla"		"Cupania aff. diphylla"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L01-2500"	"Parcela L01-2500"	"1.423538"	"-60.984451"		"192"		"flores"
"6583"	"ROC41032009"	"Rocha, D."	"4103"	"8"	"11"	"2009"	"Rubiaceae"	"Pagamea"	"harleyi"		"Pagamea harleyi"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L01-2500"	"Parcela L01-2500"	"1.423538"	"-60.984451"		"119.9"		"flores"
"6584"	"COS10012009"	"Costa, F.M."	"1001"	"9"	"11"	"2009"	"Lythraceae"	"Cuphea"			"Cuphea"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L01-2500"	"Parcela L01-2500"	"1.423538"	"-60.984451"		"166.2"		"flores"
"6585"	"ASS29092009"	"Assunção, P.A.C.L."	"2909"	"8"	"11"	"2009"	"Simaroubaceae"	"Simaba"	"polyphylla"		"Simaba polyphylla"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L01-2500"	"Parcela L01-2500"	"1.423538"	"-60.984451"		"126"		"flores"
"6586"	"CAM14692009"	"Campos, P."	"1469"	"8"	"11"	"2009"	"Orchidaceae"	"Dichaea"				"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L01-2500"	"Parcela L01-2500"	"1.423538"	"-60.984451"		"108.7"		"flores"
"6587"	"COS50302009"	"Costa, F.M."	"5030"	"10"	"11"	"2009"	"Burseraceae"	"Protium"	"leptostachyum"		"Protium leptostachyum"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L01-2500"	"Parcela L01-2500"	"1.423538"	"-60.984451"		"125.3"		"frutos"
"6588"	"HOL11682009"	"Holanda, A.S.S.."	"1168"	"9"	"11"	"2009"	"Chrysobalanaceae"	"Licania"	"gracilipes"		"Licania gracilipes"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L01-2500"	"Parcela L01-2500"	"1.423538"	"-60.984451"		"103.4"		"flores"
"6589"	"COS14882009"	"Costa, F.M."	"1488"	"9"	"11"	"2009"	"Clusiaceae"	"Clusia"	"spathulifolia"		"Clusia spathulifolia"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L01-2500"	"Parcela L01-2500"	"1.423538"	"-60.984451"		"156.3"		"frutos"
"6590"	"VIC17342009"	"Vicentini, A."	"1734"	"11"	"11"	"2009"	"Apocynaceae"	"Lacmellea"	"sp.1"		"Lacmellea"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L01-4500"	"Parcela L01-4500"	"1.423538"	"-60.984451"		"148"		"frutos"
"6591"	"PRA30332009"	"Prata, E."	"3033"	"12"	"11"	"2009"	"Rubiaceae"				"Rubiaceae"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L01-4500"	"Parcela L01-4500"	"1.423538"	"-60.984451"		"165.4"		"flores"
"6592"	"ARA2622009"	"Terra-Araujo, M.H."	"262"	"12"	"11"	"2009"	"Lauraceae"	"Dicypellium"				"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L01-4500"	"Parcela L01-4500"	"1.423538"	"-60.984451"		"249.6"		"frutos"
"6593"	"CAM3832010"	"Campos, P."	"383"	"2"	"2"	"2010"	"Fabaceae"	"Dioclea"	"virgata"		"Dioclea virgata"	"Campinarana. Gramíneo-lenhosa"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L03-500"	"Parcela L03-500"	"1.423538"	"-60.984451"		"15"		"flores"
"6594"	"PRA5352010"	"Prata, E."	"535"	"2"	"2"	"2010"	"Apocynaceae"					"Campinarana. Gramíneo-lenhosa"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L03-500"	"Parcela L03-500"	"1.423538"	"-60.984451"		"14.7"		"flores"
"6595"	"COS3352010"	"Costa, F.M."	"335"	"2"	"2"	"2010"	"Rubiaceae"	"Pagamea"	"plicata"		"Pagamea plicata"	"Campinarana. Gramíneo-lenhosa"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L03-500"	"Parcela L03-500"	"1.423538"	"-60.984451"		"17"		"flores"
"6596"	"PRA57692010"	"Prata, E."	"5769"	"2"	"2"	"2010"	"Burseraceae"	"Protium"	"aracouchini"		"Protium aracouchini"	"Campinarana. Gramíneo-lenhosa"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L03-500"	"Parcela L03-500"	"1.423538"	"-60.984451"		"18.8"		"frutos"
"6597"	"CAR2252010"	"Carvalho, F.A."	"225"	"3"	"2"	"2010"	"Rubiaceae"	"Faramea"			"Faramea"	"Campinarana. Gramíneo-lenhosa"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L03-500"	"Parcela L03-500"	"1.423538"	"-60.984451"		"195.7"		"flores; frutos"
"6598"	"CAM9742010"	"Campos, P."	"974"	"4"	"2"	"2010"	"Rubiaceae"	"Pagamea"	"guianensis"		"Pagamea guianensis"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L04-500"	"Parcela L04-500"	"1.423538"	"-60.984451"		"76.6"		"flores"
"6599"	"SAN30502010"	"Santos, M.R."	"3050"	"4"	"2"	"2010"	"Rubiaceae"	"Pagamea"	"aracaensis"		"Pagamea aracaensis"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L04-500"	"Parcela L04-500"	"1.423538"	"-60.984451"		"42.6"		"flores"
"6600"	"CAM1514A2010"	"Campos, P."	"1514A"	"4"	"2"	"2010"	"Rubiaceae"	"Pagamea"	"coriacea"	"acuta"	"Pagamea coriacea var. acuta"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L04-500"	"Parcela L04-500"	"1.423538"	"-60.984451"		"147.8"		"frutos"
"6601"	"KRA13812010"	"Krames, K.U."	"1381"	"4"	"2"	"2010"	"Burseraceae"	"Protium"	"calanense"		"Protium calanense"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L04-500"	"Parcela L04-500"	"1.423538"	"-60.984451"		"18.4"		"frutos"
"6602"	"FLO118992010"	"Flores, T.B."	"11899"	"4"	"2"	"2010"	"Rubiaceae"	"Pagamea"	"coriacea"		"Pagamea coriacea"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L04-500"	"Parcela L04-500"	"1.423538"	"-60.984451"		"34.4"		"flores"
"6603"	"ARA8852010"	"Terra-Araujo, M.H."	"885"	"4"	"2"	"2010"	"Rubiaceae"	"Pagamea"	"guianensis"	"tapajoensis"	"Pagamea guianensis"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L04-500"	"Parcela L04-500"	"1.423538"	"-60.984451"		"83.3"		"frutos"
"6604"	"DÁV2342010"	"Dávila, N.C."	"234"	"5"	"2"	"2010"	"Myrtaceae"	"Eugenia"	"cuspidifolia"		"Eugenia cuspidifolia"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L04-500"	"Parcela L04-500"	"1.423538"	"-60.984451"		"55.3"		"flores"
"6605"	"ARA31242010"	"Terra-Araujo, M.H."	"3124"	"5"	"2"	"2010"	"Poaceae"	"Panicum"				"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L04-500"	"Parcela L04-500"	"1.423538"	"-60.984451"		"72.8"		"frutos"
"6606"	"PER11132010"	"Perdiz, R.O."	"1113"	"6"	"2"	"2010"	"Clusiaceae"	"Calophyllum"			"Calophyllum"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L04-500"	"Parcela L04-500"	"1.423538"	"-60.984451"		"212.6"		"frutos"
"6607"	"HAR3752010"	"Harms, I."	"375"	"6"	"2"	"2010"	"Polygalaceae"	"Bredemeyera"	"myrtifolia"		"Bredemeyera myrtifolia"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L04-500"	"Parcela L04-500"	"1.423538"	"-60.984451"		"287.5"		"frutos"
"6608"	"DAM60712010"	"Damasco, G."	"6071"	"6"	"2"	"2010"	"Eriocaulaceae"	"Syngonanthus"	"setifolius"		"Syngonanthus aff. setifolius"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L04-500"	"Parcela L04-500"	"1.423538"	"-60.984451"		"160"		"flores"
"6609"	"CAM12852010"	"Campos, P."	"1285"	"6"	"2"	"2010"	"Rubiaceae"	"Pagamea"	"guianensis"		"Pagamea guianensis"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L04-500"	"Parcela L04-500"	"1.423538"	"-60.984451"		"126.4"		"frutos"
"6610"	"DÁV302010"	"Dávila, N.C."	"30"	"8"	"2"	"2010"	"Loranthaceae"					"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L04-500"	"Parcela L04-500"	"1.423538"	"-60.984451"		"155.2"		"flores"
"6611"	"COS15312010"	"Costa, F.M."	"1531"	"8"	"2"	"2010"	"Rubiaceae"	"Pagamea"	"thyrsiflora"		"Pagamea thyrsiflora"	"Campinarana. Florestada."	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L04-500"	"Parcela L04-500"	"1.423538"	"-60.984451"		"461.3"		"frutos"
"6612"	"ALM5942010"	"Almeida, J.F."	"594"	"9"	"2"	"2010"	"Aquifoliaceae"	"Ilex"				"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L02-4500"	"Parcela L02-4500"	"1.423538"	"-60.984451"		"132.1"		"flores"
"6613"	"COS5782010"	"Costa, F.M."	"578"	"9"	"2"	"2010"	"Rubiaceae"	"Pagamea"	"puberula"		"Pagamea puberula"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L02-4500"	"Parcela L02-4500"	"1.423538"	"-60.984451"		"16.6"		"flores"
"6614"	"COS5662010"	"Costa, F.M."	"566"	"9"	"2"	"2010"	"Malpighiaceae"	"Byrsonima"	"coniophylla"		"Byrsonima coniophylla"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L02-4500"	"Parcela L02-4500"	"1.423538"	"-60.984451"		"67"		"frutos"
"6615"	"PER20562010"	"Perdiz, R.O."	"2056"	"9"	"2"	"2010"	"Xyridaceae"	"Xyris"	"uleana"		"Xyris uleana"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L02-4500"	"Parcela L02-4500"	"1.423538"	"-60.984451"		"185.8"		"frutos"
"6616"	"COS1022010"	"Costa, F.M."	"102"	"10"	"2"	"2010"	"Clusiaceae"	"Caraipa"	"sp.1"		"Caraipa"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L02-4500"	"Parcela L02-4500"	"1.423538"	"-60.984451"		"105.9"		"flores; frutos"
"6617"	"HOP4392010"	"Hopkins, M.J.G."	"439"	"10"	"2"	"2010"	"Sapotaceae"	"Pouteria"	"sp.1"		"Pouteria"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L02-4500"	"Parcela L02-4500"	"1.423538"	"-60.984451"		"25.2"		"frutos"
"6618"	"DAM1402010"	"Damasco, G."	"140"	"10"	"2"	"2010"	"Rubiaceae"	"Pagamea"	"thyrsiflora"		"Pagamea thyrsiflora"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L02-4500"	"Parcela L02-4500"	"1.423538"	"-60.984451"		"18.5"		"flores; frutos"
"6619"	"COS0022010"	"Costa, F.M."	"002"	"10"	"2"	"2010"	"Arecaceae"	"Bactris"	"campestris"		"Bactris campestris"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L02-4500"	"Parcela L02-4500"	"1.423538"	"-60.984451"		"124.8"		"flores"
"6620"	"LIN57792010"	"Lindeman, J.C."	"5779"	"10"	"2"	"2010"	"Lauraceae"	"Aniba"				"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L02-4500"	"Parcela L02-4500"	"1.423538"	"-60.984451"		"169.4"		"frutos"
"6621"	"DUC11902010"	"Ducke, A."	"1190"	"10"	"2"	"2010"	"Humiriaceae"	"Humiria"	"sp.1"		"Humiria"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L02-4500"	"Parcela L02-4500"	"1.423538"	"-60.984451"		"127.9"		"frutos"
"6622"	"PER1062010"	"Perdiz, R.O."	"106"	"12"	"2"	"2010"	"Burseraceae"	"Protium"				"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L02-3500"	"Parcela L02-3500"	"1.423538"	"-60.984451"		"220.3"		"frutos"
"6623"	"IVA20182010"	"Ivanauskas, N.M."	"2018"	"13"	"2"	"2010"	"Clusiaceae"	"Caraipa"	"sp.2"		"Caraipa"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L02-3500"	"Parcela L02-3500"	"1.423538"	"-60.984451"		"317.1"		"frutos"
"6624"	"CAM18862010"	"Campos, P."	"1886"	"13"	"2"	"2010"	"Clusiaceae"	"Clusia"				"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L02-3500"	"Parcela L02-3500"	"1.423538"	"-60.984451"		"490.1"		"flores; frutos"
"6625"	"ROD30622010"	"Rodrigues, W.A."	"3062"	"13"	"2"	"2010"	"Rubiaceae"	"Pagamea"	"sp. nov. bahiana"		"Pagamea"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L02-3500"	"Parcela L02-3500"	"1.423538"	"-60.984451"		"33"		"flores"
"6626"	"PRA0652010"	"Prata, E."	"065"	"13"	"2"	"2010"	"Rubiaceae"	"Platycarpum"	"egleri"		"Platycarpum egleri"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L02-3500"	"Parcela L02-3500"	"1.423538"	"-60.984451"		"113.5"		"frutos"
"6627"	"COS3582010"	"Costa, F.M."	"358"	"15"	"2"	"2010"	"Xyridaceae"				"Xyridaceae"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-1500"	"Parcela L05-1500"	"1.423538"	"-60.984451"		"124.3"		"frutos"
"6628"	"DÁV6872010"	"Dávila, N.C."	"687"	"15"	"2"	"2010"	"Dilleniaceae"	"Doliocarpus"	"sp.2"		"Doliocarpus"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-1500"	"Parcela L05-1500"	"1.423538"	"-60.984451"		"20.1"		"frutos"
"6629"	"PER28342010"	"Perdiz, R.O."	"2834"	"15"	"2"	"2010"	"Cyperaceae"	"Lagenocarpus"	"glomerulatus"		"Lagenocarpus glomerulatus"	"Campinarana. Campinarana Florestada. Inundável"	"Brasil"	"Caracaraí"	"Roraima"	"Parque Nacional Viruá"	"Parque Nacional Viruá - GRID PPBIO - Parcela L05-1500"	"Parcela L05-1500"	"1.423538"	"-60.984451"		"37.9"		"frutos"
