"WikiEspecimenID"	"IDENTIFICADOR"	"COLLECTOR"	"NUMBER"	"COLLDD"	"COLLMM"	"COLLYY"	"FAMILY"	"GENUS"	"SPECIES"	"INFRASPECIES"	"NOME"	"HABITAT_CLASSE"	"COUNTRY"	"MINORAREA"	"MAJORAREA"	"GAZETTEER_CURTO"	"GAZETTEER_COMPLETA"	"GAZETTEER_SPECIFIC"	"LATITUDE"	"LONGITUDE"	"ALTITUDE"	"DAPmm"	"ALTURAm"	"FERTILIDADE"
"8150"	"CAR19132000"	"Carvalho, F.A."	"1913"	"30"	"11"	"2000"	"Fabaceae"	"Swartzia"			"Swartzia"		"Brasil"	"Manaus"	"Amazonas"	"Rio Cuieiras"	"Rio Cuieiras"	"Rio Cuieiras"	"-2.76333"	"-60.4444"		"12"	"12"	"estéril"
"8151"	"COS2341928"	"Costa, F.M."	"234"	"30"	"12"	"1928"	"Rubiaceae"	"Pagamea"	"thyrsiflora"		"Pagamea thyrsiflora"		"Venezuela"	"D. Atabapo"	"Amazonas"	"Cerro Duida"	"Cerro Duida"	"Cerro Duida"	"4.1793"	"-65.7"			"3.5"	"flores"
"8152"	"COS25142000"	"Costa, F.M."	"2514"	"21"	"6"	"2000"	"Melastomataceae"	"Miconia"	"rugosa"		"Miconia rugosa"		"Brasil"	"Salvador"	"Bahia"	"Dunas de Itapoã"	"Dunas de Itapoã"	"Dunas de Itapoã"	"-12.9256"	"-38.3525"		"4"	"2.5"	"flores"
"8153"	"VIC22292000"	"Vicentini, A."	"2229"	"23"	"6"	"2000"	"Rubiaceae"	"Retiniphyllum"	"discolor"		"Retiniphyllum discolor"		"Brasil"	"Camaçari"	"Bahia"	"BA-099 estrada do côco"	"BA-099 estrada do côco"	"BA-099 estrada do côco"	"-12.7278"	"-38.185"			"2"	"flores; frutos"
"8154"	"PER15342000"	"Perdiz, R.O."	"1534"	"26"	"6"	"2000"	"Rubiaceae"	"Pagamea"	"montana"		"Pagamea montana"		"Brasil"	"Jaguaripe"	"Bahia"	"Estrada Nazaré-Ilha de Itaparica"	"Estrada Nazaré-Ilha de Itaparica"	"Estrada Nazaré-Ilha de Itaparica"	"-13.0311"	"-38.8244"		"2"	"2"	"flores"
"8155"	"DÁV59392000"	"Dávila, N.C."	"5939"	"26"	"6"	"2000"	"Eriocaulaceae"	"Syngonanthus"	"umbellatus"		"Syngonanthus umbellatus"		"Brasil"	"Cairu"	"Bahia"	"Ilha de Tinharé"	"Ilha de Tinharé"	"Ilha de Tinharé"	"-13.3847"	"-38.9142"		"10"	"3"	"flores; frutos"
"8156"	"ESP114292000"	"Espina-M., Josefina"	"11429"	"30"	"6"	"2000"	"Chrysobalanaceae"	"Licania"	"sp.4"		"Licania"		"Brasil"	"Una"	"Bahia"	"Reserva Biológica de Una"	"Reserva Biológica de Una"	"Reserva Biológica de Una"	"-15.1889"	"-39.0644"		"6"	"8"	"estéril"
"8157"	"CAM16382000"	"Campos, P."	"1638"	"30"	"6"	"2000"	"Rubiaceae"	"Perama"	"dichotoma"		"Perama dichotoma"		"Brasil"	"Ilhéus"	"Bahia"	"Estrada Olivença-Una"	"Estrada Olivença-Una"	"Estrada Olivença-Una"	"-14.9161"	"-39.0342"		"5"	"4"	"flores; frutos"
"8158"	"VIC4322000"	"Vicentini, A."	"432"	"30"	"6"	"2000"	"Rubiaceae"	"Palicourea"	"nitidella"		"Palicourea nitidella"		"Brasil"	"Ilhéus"	"Bahia"	"Estrada Olivença-Una"	"Estrada Olivença-Una"	"Estrada Olivença-Una"	"-14.9156"	"-39.0333"		"8"	"4"	"flores"
"8159"	"VIC12382000"	"Vicentini, A."	"1238"	"1"	"7"	"2000"	"Rubiaceae"	"Pagamea"	"plicata"		"Pagamea plicata"		"Brasil"	"Porto Seguro"	"Bahia"	"Estrada Santa Cruz – Porto Seguro"	"Estrada Santa Cruz – Porto Seguro"	"Estrada Santa Cruz – Porto Seguro"	"-16.4003"	"-39.0592"		"5"	"3"	"botões; frutos"
"8160"	"ASS6202000"	"Assis, R.L."	"620"	"2"	"7"	"2000"	"Rubiaceae"	"Pagamea"	"peruviana"		"Pagamea peruviana"		"Brasil"	"Belmonte"	"Bahia"	"Estrada Belmonte-Itapebi"	"Estrada Belmonte-Itapebi"	"Estrada Belmonte-Itapebi"	"-16.0367"	"-38.9742"		"1"	"2"	"estéril"
"8161"	"CAM32000"	"Campos, P."	"3"	"2"	"7"	"2000"	"Melastomataceae"	"Adelobotrys"	"marginata"		"Adelobotrys marginata"		"Brasil"	"Belmonte"	"Bahia"	"Estrada Belmonte-Itapebi"	"Estrada Belmonte-Itapebi"	"Estrada Belmonte-Itapebi"	"-16.0342"	"-38.9769"		"2"	"1"	"botões"
"8162"	"CAM53882000"	"Campos, P."	"5388"	"3"	"7"	"2000"	"Melastomataceae"	"Miconia"			"Miconia"		"Brasil"	"Maraú"	"Bahia"	"BR-030"	"BR-030"	"BR-030"	"-13.9172"	"-38.9739"		"2"	"2"	"flores; frutos"
"8163"	"ASS22242000"	"Assunção, P.A.C.L."	"2224"	"4"	"7"	"2000"	"Dioscoreaceae"	"Dioscorea"	"sp.1"		"Dioscorea"		"Brasil"	"Mucugê"	"Bahia"	"Estrada Mucugê-Barra da Estiva"	"Estrada Mucugê-Barra da Estiva"	"Estrada Mucugê-Barra da Estiva"	"-13.0081"	"-41.3908"		"3"	"4"	"frutos"
"8164"	"LÓP802000"	"López, René"	"80"	"4"	"7"	"2000"	"Rubiaceae"	"Pagamea"	"guianensis"		"Pagamea guianensis"		"Brasil"	"Mucugê"	"Bahia"	"Estrada Mucugê-Barra da Estiva"	"Estrada Mucugê-Barra da Estiva"	"Estrada Mucugê-Barra da Estiva"	"-13.0058"	"-41.3892"		"3"	"1"	"flores"
"8165"	"PRA7242000"	"Prata, E."	"724"	"25"	"7"	"2000"	"Burseraceae"	"Protium"	"aracouchini"		"Protium aracouchini"		"Brasil"	"Comodoro"	"Mato Grosso"	"Rio 12 de outubro"	"Rio 12 de outubro"	"Rio 12 de outubro"	"-12.9792"	"-60.0136"		"4"	"4"	"botões; frutos"
"8166"	"CAR5440B2000"	"Carvalho, F.A."	"5440B"	"26"	"7"	"2000"	"Rubiaceae"	"Pagamea"	"puberula"		"Pagamea puberula"		"Brasil"	"Vilhena"	"Rondônia"	"BR-364"	"BR-364"	"BR-364"	"-12.7303"	"-60.1906"		"3"	"2"	"estéril"
"8167"	"GOM34712000"	"Gomes, M."	"3471"	"31"	"7"	"2000"	"Sapotaceae"	"Chrysophyllum"			"Chrysophyllum"		"Brasil"	"Iranduba"	"Amazonas"	"Praia Grande"	"Praia Grande"	"Praia Grande"	"-3.03444"	"-60.5431"			"6.4"	"flores"
"8168"	"SAK652000"	"Sakagawa, S."	"65"	"4"	"8"	"2000"	"Burseraceae"	"Protium"	"aracouchini"		"Protium aracouchini"		"Brasil"	"Manaus"	"Amazonas"	"BR-174 Manaus-Caracaraí"	"BR-174 Manaus-Caracaraí"	"BR-174 Manaus-Caracaraí"	"-2.66889"	"-60.0464"		"4"	"4.5"	"estéril"
"8169"	"PER16242000"	"Perdiz, R.O."	"1624"	"8"	"8"	"2000"	"Malpighiaceae"				"Malpighiaceae"		"Brasil"	"Manaus"	"Amazonas"	"Ponta Negra"	"Ponta Negra"	"Ponta Negra"	"-3.04167"	"-60.0992"		"4"	"2"	"flores; frutos"
"8170"	"DAV5112000"	"Davidse, G."	"511"	"8"	"8"	"2000"	"Chrysobalanaceae"	"Couepia"	"sp.1"		"Couepia"		"Brasil"	"Manaus"	"Amazonas"	"Ponta Negra"	"Ponta Negra"	"Ponta Negra"	"-3.04139"	"-60.0997"		"4"	"2.5"	"frutos"
"8171"	"COS17352001"	"Costa, F.M."	"1735"	"23"	"7"	"2001"	"Rubiaceae"						"Brasil"	"Novo Airão"	"Amazonas"	"Parque Nacional do Jaú"	"Parque Nacional do Jaú - Campina do Patauá"	"Campina do Patauá"	"-1.80806"	"-61.7567"		"4"	"4"	"estéril"
"8172"	"VIC9292001"	"Vicentini, A."	"929"	"23"	"7"	"2001"	"Clusiaceae"	"Clusia"	"nemorosa"		"Clusia nemorosa"		"Brasil"	"Novo Airão"	"Amazonas"	"Parque Nacional do Jaú"	"Parque Nacional do Jaú - Campina do Patauá"	"Campina do Patauá"	"-1.81333"	"-61.7628"			"1"	"frutos"
"8173"	"COS54842001"	"Costa, F.M."	"5484"	"23"	"7"	"2001"	"Clusiaceae"						"Brasil"	"Novo Airão"	"Amazonas"	"Parque Nacional do Jaú"	"Parque Nacional do Jaú - Campina do Patauá"	"Campina do Patauá"	"-1.81417"	"-61.7628"			"0.3"	"estéril"
"8174"	"COS0612001"	"Costa, F.M."	"061"	"23"	"7"	"2001"	"Olacaceae"				"Olacaceae"		"Brasil"	"Novo Airão"	"Amazonas"	"Parque Nacional do Jaú"	"Parque Nacional do Jaú - Campina do Patauá"	"Campina do Patauá"	"-1.81944"	"-61.7681"		"3"	"3"	"estéril"
"8175"	"CAR11852001"	"Carvalho, F.A."	"1185"	"27"	"7"	"2001"	"Rubiaceae"	"Pagamea"	"coriacea"		"Pagamea coriacea"		"Brasil"	"Novo Airão"	"Amazonas"	"Parque Nacional do Jaú"	"Parque Nacional do Jaú - Campina do Seringalzinho"	"Campina do Seringalzinho"	"-1.91333"	"-61.5903"		"20"	"15"	"estéril"
"8176"	"ARA92382001"	"Terra-Araujo, M.H."	"9238"	"23"	"8"	"2001"	"Burseraceae"	"Protium"	"calanense"		"Protium calanense"		"Brasil"	"Barcelos"	"Amazonas"	"Serra do Aracá"	"Serra do Aracá"	"Serra do Aracá"	"-0.204167"	"-63.1564"		"8"	"6"	"estéril"
"8177"	"PRA30982001"	"Prata, E."	"3098"	"23"	"8"	"2001"	"Clusiaceae"	"Clusia"					"Brasil"	"Barcelos"	"Amazonas"	"Serra do Aracá"	"Serra do Aracá"	"Serra do Aracá"	"-0.0236111"	"-63.2186"		"6"	"2.5"	"flores"
"8178"	"COS15822000"	"Costa, F.M."	"1582"	"30"	"11"	"2000"	"Loranthaceae"	"Psittacanthus"	"sp.2"		"Psittacanthus"		"Brasil"	"Manaus"	"Amazonas"	"Reserva Florestal Adolpho Ducke"	"Reserva Florestal Adolpho Ducke"	"Reserva Florestal Adolpho Ducke"	"-2.88333"	"-59.9667"				"flores"
"8179"	"PER10792001"	"Perdiz, R.O."	"1079"	"23"	"8"	"2001"	"Burseraceae"	"Protium"					"Brasil"	"Barcelos"	"Amazonas"	"Serra do Aracá"	"Serra do Aracá"	"Serra do Aracá"	"-0.0236111"	"-63.2186"		"2.5"	"1.5"	"frutos"
"8180"	"CAR20192001"	"Carvalho, F.A."	"2019"	"28"	"8"	"2001"	"Humiriaceae"	"Humiria"					"Brasil"	"Barcelos"	"Amazonas"	"Serra do Aracá"	"Serra do Aracá"	"Serra do Aracá"	"0.922222"	"-63.4469"		"2"	"4"	"estéril"
"8181"	"ASS22182001"	"Assis, R.L."	"2218"	"28"	"8"	"2001"	"Myrsinaceae"	"Cybianthus"			"Cybianthus"		"Brasil"	"Barcelos"	"Amazonas"	"Serra do Aracá"	"Serra do Aracá"	"Serra do Aracá"	"0.317778"	"-63.2667"			"1"	"flores"
"8182"	"PER15702002"	"Perdiz, R.O."	"1570"	"10"	"4"	"2002"	"Fabaceae"	"Dimorphandra"	"coccinea"		"Dimorphandra coccinea"		"Suriname"	"Zuid"	"Para"	"Zanderij"	"Zanderij"	"Zanderij"	"5.46833"	"-55.18"			"2"	"frutos"
"8183"	"PRA2302003"	"Prata, E."	"230"	"28"	"7"	"2003"	"Rubiaceae"	"Pagamea"	"puberula"		"Pagamea puberula"		"Brasil"	"Presidente Figueiredo"	"Amazonas"	"Cachoeira da Iracema"	"Cachoeira da Iracema"	"Cachoeira da Iracema"	"-1.945"	"-60.0764"			"3.5"	"estéril"
"8184"	"COS60482003"	"Costa, F.M."	"6048"	"28"	"7"	"2003"	"Rubiaceae"	"Pagamea"	"acrensis"		"Pagamea acrensis"		"Brasil"	"Presidente Figueiredo"	"Amazonas"	"Cachoeira da Iracema"	"Cachoeira da Iracema"	"Cachoeira da Iracema"	"-1.95389"	"-60.0736"			"3.5"	"estéril"
"8185"	"HOL10602003"	"Holanda, A.S.S.."	"1060"	"28"	"7"	"2003"	"Rubiaceae"	"Pagamea"	"occulta"		"Pagamea"		"Brasil"	"Presidente Figueiredo"	"Amazonas"	"Reserva Ecológica de Lajes"	"Reserva Ecológica de Lajes"	"Reserva Ecológica de Lajes"	"-1.98083"	"-60.0219"			"6.4"	"estéril"
"8186"	"ARA3282003"	"Terra-Araujo, M.H."	"328"	"14"	"8"	"2003"	"Rubiaceae"	"Pagamea"	"coriacea"		"Pagamea coriacea"		"Brasil"	"Manaus"	"Amazonas"	"Igarapé Tarumã-Mirim"	"Igarapé Tarumã-Mirim"	"Igarapé Tarumã-Mirim"	"-2.76417"	"-60.2658"		"3"	"3.5"	"frutos"
"8187"	"VIC10152003"	"Vicentini, A."	"1015"	"14"	"8"	"2003"	"Eriocaulaceae"	"Syngonanthus"	"tenuis"		"Syngonanthus tenuis"		"Brasil"	"Manaus"	"Amazonas"	"Igarapé Tarumã-Mirim"	"Igarapé Tarumã-Mirim"	"Igarapé Tarumã-Mirim"	"-2.77417"	"-60.2592"		"8"	"8"	"estéril"
"8188"	"ASS8292003"	"Assis, R.L."	"829"	"14"	"8"	"2003"	"Polygalaceae"	"Bredemeyera"	"myrtifolia"		"Bredemeyera myrtifolia"		"Brasil"	"Manaus"	"Amazonas"	"Igarapé Tarumã-Mirim"	"Igarapé Tarumã-Mirim"	"Igarapé Tarumã-Mirim"	"-2.78194"	"-60.2556"		"3"	"3.5"	"estéril"
"8189"	"DÁV21672003"	"Dávila, N.C."	"2167"	"3"	"12"	"2003"	"Clusiaceae"	"Clusia"					"Brasil"	"Santa Isabel do Rio Negro"	"Amazonas"	"Rio Ayuanã"	"Rio Ayuanã"	"Rio Ayuanã"	"-0.578056"	"-64.9267"		"10"	"6"	"flores"
"8190"	"DAL32382003"	"Daly, D."	"3238"	"3"	"12"	"2003"	"Sapotaceae"	"Elaeoluma"	"schomburgkiana"		"Elaeoluma schomburgkiana"		"Brasil"	"Santa Isabel do Rio Negro"	"Amazonas"	"Rio Uneixi"	"Rio Uneixi"	"Rio Uneixi"	"-0.472667"	"-65.1706"			"6.4"	"flores"
"8191"	"COS5522003"	"Costa, F.M."	"552"	"3"	"12"	"2003"	"Myrsinaceae"	"Cybianthus"	"sp.6"		"Cybianthus"		"Brasil"	"Santa Isabel do Rio Negro"	"Amazonas"	"Aeroporto"	"Aeroporto"	"Aeroporto"	"-0.366389"	"-64.9967"		"15"	"18"	"estéril"
"8192"	"HEN8952004"	"Henkel, T.W."	"895"	"16"	"2"	"2004"	"Chrysobalanaceae"	"Hirtella"					"Peru"	"Imaza"	"Amazonas - Bagua"	"Cerro Tayu-Mujaji"	"Cerro Tayu-Mujaji"	"Cerro Tayu-Mujaji"	"-5.255"	"-78.3594"		"8"	"6"	"estéril"
"8193"	"COS8462004"	"Costa, F.M."	"846"	"16"	"2"	"2004"	"Rubiaceae"	"Pagamea"	"coriacea"		"Pagamea coriacea"		"Peru"	"Imaza"	"Amazonas - Bagua"	"Cerro Tayu-Mujaji"	"Cerro Tayu-Mujaji"	"Cerro Tayu-Mujaji"	"-5.26278"	"-78.3644"		"4"	"2"	"frutos"
"8194"	"DÁV7482004"	"Dávila, N.C."	"748"	"18"	"2"	"2004"	"Myrsinaceae"	"Cybianthus"	"punctatus"		"Cybianthus punctatus"		"Peru"	"Nieva"	"Amazonas - Condorcanqui"	"Carretera Puente Nieva - Sarameriza"	"Carretera Puente Nieva - Sarameriza"	"Carretera Puente Nieva - Sarameriza"	"-4.66833"	"-77.7806"		"15"	"8"	"estéril"
"8195"	"CAR89442004"	"Carvalho, F.A."	"8944"	"18"	"2"	"2004"	"Burseraceae"	"Protium"					"Peru"	"Nieva"	"Amazonas - Condorcanqui"	"Carretera Puente Nieva - Sarameriza"	"Carretera Puente Nieva - Sarameriza"	"Carretera Puente Nieva - Sarameriza"	"-4.67528"	"-77.7867"		"8"	"8"	"estéril"
"8196"	"PLO16512004"	"Plowman, T."	"1651"	"25"	"2"	"2004"	"Rubiaceae"	"Pagamea"	"angustifolia"		"Pagamea"		"Peru"	"La Banda de Shilcayo"	"San Martín - San Martín"	"Carretera Tarapoto-Yurimaguas"	"Carretera Tarapoto-Yurimaguas"	"Carretera Tarapoto-Yurimaguas"	"-6.465"	"-76.3069"		"4"	"4"	"estéril"
"8197"	"STE58922004"	"Steward, W."	"5892"	"25"	"2"	"2004"	"Rubiaceae"	"Pagamea"	"guianensis"		"Pagamea guianensis"		"Peru"	"La Banda de Shilcayo"	"San Martín - San Martín"	"Carretera Tarapoto-Yurimaguas"	"Carretera Tarapoto-Yurimaguas"	"Carretera Tarapoto-Yurimaguas"	"-6.46361"	"-76.3072"		"5"	"5"	"estéril"
"8198"	"COS27862004"	"Costa, F.M."	"2786"	"25"	"2"	"2004"	"Poaceae"						"Peru"	"La Banda de Shilcayo"	"San Martín - San Martín"	"Carretera Tarapoto-Yurimaguas"	"Carretera Tarapoto-Yurimaguas"	"Carretera Tarapoto-Yurimaguas"	"-6.46139"	"-76.3097"		"4"	"4"	"estéril"
"8199"	"ARA17092004"	"Terra-Araujo, M.H."	"1709"	"26"	"2"	"2004"	"Orchidaceae"						"Peru"	"Caynarachi"	"San Martín - Lamas"	"Carretera Tarapoto-Yurimagua"	"Carretera Tarapoto-Yurimagua"	"Carretera Tarapoto-Yurimagua"	"-6.18472"	"-76.2622"		"12"	"8"	"frutos"
"8200"	"COS18792004"	"Costa, F.M."	"1879"	"29"	"2"	"2004"	"Rubiaceae"	"Pagamea"	"angustifolia"		"Pagamea"		"Peru"	"Iquitos"	"Loreto - Maynas"	"Carretera Iquitos-Nauta"	"Carretera Iquitos-Nauta"	"Carretera Iquitos-Nauta"	"-4.0025"	"-73.4339"		"25"	"17"	"frutos"
"8201"	"CAM4212004"	"Campos, P."	"421"	"2"	"3"	"2004"	"Rubiaceae"	"Pagamea"	"coriacea"		"Pagamea coriacea"		"Peru"	"Iquitos"	"Loreto - Maynas"	"Carretera Iquitos-Nauta"	"Carretera Iquitos-Nauta"	"Carretera Iquitos-Nauta"	"-3.87222"	"-73.3461"		"4"	"5"	"frutos"
"8202"	"PER7862004"	"Perdiz, R.O."	"786"	"4"	"3"	"2004"	"Humiriaceae"	"Humiria"	"sp.24"		"Humiria"		"Peru"	"Jenaro Herrera"	"Loreto - Requena"	"Carretera Jenero Herrera a Colonia Angamos"	"Carretera Jenero Herrera a Colonia Angamos"	"Carretera Jenero Herrera a Colonia Angamos"	"-4.9"	"-73.63"		"10"	"6"	"frutos"
"8203"	"GEN892004"	"Gentry, A."	"89"	"4"	"3"	"2004"	"Rubiaceae"	"Pagamea"	"puberula"		"Pagamea puberula"		"Peru"	"Jenaro Herrera"	"Loreto - Requena"	"Carretera Jenero Herrera a Colonia Angamos"	"Carretera Jenero Herrera a Colonia Angamos"	"Carretera Jenero Herrera a Colonia Angamos"	"-4.9"	"-73.63"		"20"	"10"	"frutos"
"8204"	"PRA31212004"	"Prata, E."	"3121"	"5"	"3"	"2004"	"Burseraceae"	"Protium"	"aracouchini"		"Protium aracouchini"		"Peru"	"Iquitos"	"Loreto - Maynas"	"Carretera Iquitos-Nauta"	"Carretera Iquitos-Nauta"	"Carretera Iquitos-Nauta"	"-3.91444"	"-73.4042"		"12"	"10"	"frutos"
"8205"	"VIC10902004"	"Vicentini, A."	"1090"	"5"	"3"	"2004"	"Fabaceae"	"Inga"	"punctata"		"Inga punctata"		"Peru"	"Iquitos"	"Loreto - Maynas"	"Carretera Iquitos-Nauta"	"Carretera Iquitos-Nauta"	"Carretera Iquitos-Nauta"	"-3.91444"	"-73.4042"		"12"	"15"	"estéril"
"8206"	"CAM54302004"	"Campos, P."	"5430"	"10"	"4"	"2004"	"Annonaceae"	"Unonopsis"					"Brasil"	"Borba"	"Amazonas"	"Estrada para Mapiá"	"Estrada para Mapiá"	"Estrada para Mapiá"	"-4.58639"	"-59.5636"		"12"	"10"	"frutos"
"8207"	"COS17552004"	"Costa, F.M."	"1755"	"10"	"4"	"2004"	"Dennstaedtiaceae"	"Pteridium"	"arachnoideum"		"Pteridium arachnoideum"		"Brasil"	"Borba"	"Amazonas"	"Estrada para Mapiá"	"Estrada para Mapiá"	"Estrada para Mapiá"	"-4.58639"	"-59.5636"		"8"	"12"	"frutos"
"8208"	"CAM11972004"	"Campos, P."	"1197"	"10"	"4"	"2004"	"Rubiaceae"	"Pagamea"	"macrophylla"		"Pagamea macrophylla"		"Brasil"	"Borba"	"Amazonas"	"Campo de Flores"	"Campo de Flores"	"Campo de Flores"	"-4.405"	"-59.5814"		"8"	"10"	"frutos"
"8209"	"COS11102004"	"Costa, F.M."	"1110"	"14"	"4"	"2004"	"Rubiaceae"	"Pagamea"	"standleyana"		"Pagamea standleyana"		"Brasil"	"Manicoré"	"Amazonas"	"Igarapé Copaíba"	"Igarapé Copaíba"	"Igarapé Copaíba"	"-5.46483"	"-61.1214"		"2"	"2"	"frutos"
"8210"	"VIC9402004"	"Vicentini, A."	"940"	"22"	"6"	"2004"	"Elaeocarpaceae"	"Sloanea"			"Sloanea"		"Brasil"	"São Gabriel da Cachoeira"	"Amazonas"	"Vila Juivitera"	"Vila Juivitera"	"Vila Juivitera"	"1.27083"	"-68.5567"		"2"	"5"
"8211"	"MÉL632004"	"Mélinon, M."	"63"	"22"	"6"	"2004"	"Lentibulariaceae"	"Utricularia"	"fimbriata"		"Utricularia fimbriata"		"Brasil"	"São Gabriel da Cachoeira"	"Amazonas"	"Vila Juivitera"	"Vila Juivitera"	"Vila Juivitera"	"1.27083"	"-68.5567"		"2"	"3"
"8212"	"COS8112004"	"Costa, F.M."	"811"	"23"	"6"	"2004"	"Rubiaceae"	"Psychotria"	"sp.1"		"Psychotria"		"Brasil"	"São Gabriel da Cachoeira"	"Amazonas"	"Vila Jandú-Cachoeira"	"Vila Jandú-Cachoeira"	"Vila Jandú-Cachoeira"	"1.48972"	"-68.7169"		"2"	"2.5"
"8213"	"COS158362004"	"Costa, F.M."	"15836"	"23"	"6"	"2004"	"Clusiaceae"	"Moronobea"			"Moronobea"		"Brasil"	"São Gabriel da Cachoeira"	"Amazonas"	"Vila Jandú-Cachoeira"	"Vila Jandú-Cachoeira"	"Vila Jandú-Cachoeira"	"1.48972"	"-68.7169"		"2"	"2"
"8214"	"MAG8032004"	"Maguire, B."	"803"	"23"	"6"	"2004"	"Sapindaceae"	"Cupania"	"sp.4"		"Cupania"		"Brasil"	"São Gabriel da Cachoeira"	"Amazonas"	"Vila Jandú-Cachoeira"	"Vila Jandú-Cachoeira"	"Vila Jandú-Cachoeira"	"1.48306"	"-68.7164"		"8"	"8"	"estéril"
